,bathrooms,bedrooms,city,country,currency,dateSold,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,livingArea,longitude,lotAreaUnit,lotAreaValue,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,zestimate,zipcode,zpid,unit,listing_sub_type.is_FSBA,isRentalWithBasePrice,rentalMarketingSubType,rentalR4RRoommateCount,videoCount,newConstructionType,listing_sub_type.is_newHome,datePriceChanged,priceChange,priceReduction,providerListingID,listing_sub_type.is_bankOwned,contingentListingType
10,3.0,3.0,Seattle,USA,USD,2024-05-15 07:00:00,7,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7a96da1c23937b6af9900bee532648b0-p_e.jpg,False,True,False,False,False,False,False,47.683823,2925.0,-122.38945,sqft,3881.196,1545000.0,1545000.0,5792.0,False,WA,7522 26th Avenue NW,1160000.0,626125000,1545300.0,98117,48939798,,,,,,,,,,,,,,
11,2.0,4.0,Seattle,USA,USD,2024-05-15 07:00:00,7,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/56d78e58c64a74f09a59f0b9e96c839d-p_e.jpg,False,True,False,False,False,False,False,47.679184,2090.0,-122.37924,sqft,3824.568,1077000.0,1077000.0,3980.0,False,WA,6749 17th Avenue NW,866000.0,626125000,1077900.0,98117,49041238,,,,,,,,,,,,,,
12,1.0,1.0,Seattle,USA,USD,2024-05-15 07:00:00,7,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/9064a6594f2b92e82cc64b496afcd89c-p_e.jpg,False,True,False,False,False,False,False,47.669678,662.0,-122.38152,,,470000.0,470000.0,1224.0,False,WA,1760 NW 56th Street UNIT 108,,626125000,470100.0,98107,2068056709,# 108,,,,,,,,,,,,,
13,4.0,3.0,Seattle,USA,USD,2024-05-14 07:00:00,8,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a00f5caab0ca9baf7a5ad703a8ecc2a8-p_e.jpg,False,True,False,False,False,False,False,47.6818,2640.0,-122.37434,sqft,3750.516,1697000.0,1697000.0,5007.0,False,WA,7308 Alonzo Avenue NW,1394000.0,712525000,1697800.0,98117,48672924,,,,,,,,,,,,,,
14,2.0,4.0,Seattle,USA,USD,2024-05-14 07:00:00,8,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/54dac45ca257bcb3a4bdaca26fe5af91-p_e.jpg,False,True,False,False,False,False,False,47.669643,2120.0,-122.4009,sqft,3998.808,1395000.0,1395000.0,4281.0,False,WA,3258 NW 56th Street,1088000.0,712525000,1396600.0,98107,48710729,,,,,,,,,,,,,,
15,3.0,4.0,Seattle,USA,USD,2024-05-14 07:00:00,8,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a4dde95927bf06dd8adbcc672548064c-p_e.jpg,False,True,False,False,False,False,False,47.672478,3350.0,-122.40202,sqft,4822.092,1550000.0,1550000.0,5898.0,False,WA,6009 35th Avenue NW,1306000.0,712525000,1550700.0,98107,48794742,,,,,,,,,,,,,,
16,2.0,3.0,Seattle,USA,USD,2024-05-14 07:00:00,8,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0f921538d1d0bb3bdf4feff9d5e4d9e9-p_e.jpg,False,True,False,False,False,False,False,47.67275,1840.0,-122.39338,sqft,3998.808,1405000.0,1405000.0,3857.0,False,WA,2807 NW 61st Street,960000.0,712525000,1405600.0,98107,49045138,,,,,,,,,,,,,,
17,2.0,3.0,Seattle,USA,USD,2024-05-14 07:00:00,8,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/6beb47c06bde4a4575d016a3ae5b497e-p_e.jpg,False,True,False,False,False,False,False,47.68926,1621.0,-122.37251,sqft,923.472,859900.0,859900.0,3599.0,False,WA,8322 B (SA-2) 13th Avenue NW,,712525000,860300.0,98117,2053895162,,,,,,,,,,,,,,
18,1.0,2.0,Seattle,USA,USD,2024-05-13 07:00:00,9,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f649ef373f2a7a0a48d6a7a3caa740d5-p_e.jpg,False,True,False,False,False,False,False,47.67287,1600.0,-122.3837,sqft,5000.688,985000.0,985000.0,3399.0,False,WA,2035 NW 61st Street,910000.0,798925000,913100.0,98107,48823324,,,,,,,,,,,,,,
19,2.0,4.0,Seattle,USA,USD,2024-05-13 07:00:00,9,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/828cbc221377ccc85c0cabd37612df5c-p_e.jpg,False,True,False,False,False,False,False,47.686462,2620.0,-122.39791,sqft,5876.244,1206523.0,1206523.0,4764.0,False,WA,7752 32nd Avenue NW,919000.0,798925000,1206800.0,98117,49069398,,,,,,,,,,,,,,
20,3.0,4.0,Seattle,USA,USD,2024-05-10 07:00:00,12,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/fbf3d1b94d1f09442c4390b7e9c4ec7a-p_e.jpg,False,True,False,False,False,False,False,47.685673,2640.0,-122.3857,sqft,4098.996,985000.0,985000.0,4850.0,False,WA,7721 23rd Avenue NW,839000.0,1058125000,985400.0,98117,48976843,,,,,,,,,,,,,,
21,2.0,3.0,Seattle,USA,USD,2024-05-10 07:00:00,12,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/38ba689f05325f4f6a8428a9e58492a4-p_e.jpg,False,True,False,False,False,False,False,47.67601,1767.0,-122.400215,sqft,5100.876,1525000.0,1525000.0,3534.0,False,WA,3242 NW 65th Street,1017000.0,1058125000,1525700.0,98117,49064134,,,,,,,,,,,,,,
22,3.0,2.0,Seattle,USA,USD,2024-05-10 07:00:00,12,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1a87eca692eb267b01910e8fdfc8b9ed-p_e.jpg,False,True,False,False,False,False,False,47.686226,1890.0,-122.36896,sqft,4477.968,875000.0,875000.0,3684.0,False,WA,7738 10th Avenue NW,882000.0,1058125000,876200.0,98117,49131627,,,,,,,,,,,,,,
23,2.0,3.0,Seattle,USA,USD,2024-05-10 07:00:00,12,PENDING,,TOWNHOUSE,https://photos.zillowstatic.com/fp/be194793329f0cdc1fca83390ba4d468-p_e.jpg,False,True,False,False,False,False,False,47.671623,1131.0,-122.37197,sqft,5000.688,739000.0,739000.0,3499.0,False,WA,1141 NW 59th St,,1058125000,731000.0,98107,343787175,,True,,,,,,,,,,,,
24,3.0,3.0,Seattle,USA,USD,2024-05-10 07:00:00,12,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/6beb47c06bde4a4575d016a3ae5b497e-p_e.jpg,False,True,False,False,False,False,False,47.689545,1637.0,-122.37253,sqft,1629.144,895900.0,895900.0,3798.0,False,WA,8328 D (SA-8) 13th Avenue NW,,1058125000,896300.0,98117,343788557,,,,,,,,,,,,,,
25,3.0,2.0,Seattle,USA,USD,2024-05-10 07:00:00,12,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/265c8dfd63c4ec632547f6579df1e661-p_e.jpg,False,True,False,False,False,False,False,47.6746,1513.0,-122.394325,,,910000.0,910000.0,,False,WA,2824 NW 63rd Street,,1058125000,,98107,349924992,,,,,,,,,,,,,,
26,2.0,2.0,Seattle,USA,USD,2024-05-09 07:00:00,13,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2cbaf96c0c069830bf83930edee4c3d8-p_e.jpg,False,True,False,False,False,False,False,47.684124,1552.0,-122.38032,sqft,3841.992,888888.0,888888.0,3462.0,False,WA,7529 18th Avenue NW,680000.0,1144525000,889100.0,98117,48714583,,,,,,,,,,,,,,
27,1.0,1.0,Seattle,USA,USD,2024-05-09 07:00:00,13,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/0d9efd5f20c1696f0036a92b06ef46fc-p_e.jpg,False,True,False,False,False,False,False,47.669807,464.0,-122.37828,,,295000.0,295000.0,781.0,False,WA,1545 NW 57th Street UNIT 414,320000.0,1144525000,295100.0,98107,63510055,Unit 414,,,,,,,,,,,,,
28,2.0,3.0,Seattle,USA,USD,2024-05-09 07:00:00,13,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/193bfd4600169bbabff67ed18cb4821e-p_e.jpg,False,True,False,False,False,False,False,47.687897,1713.0,-122.37595,sqft,1502.82,879900.0,879900.0,3728.0,False,WA,8035 B Mary Avenue NW,536000.0,1144525000,880500.0,98117,338640378,,,,,,,,,,,,,,
29,3.0,3.0,Seattle,USA,USD,2024-05-09 07:00:00,13,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/3a9c93c074a456c4f052f54fc569ef01-p_e.jpg,False,True,False,False,False,False,False,47.68944,1488.0,-122.36814,sqft,1.0,848500.0,848500.0,3499.0,False,WA,8308 9th Avenue NW,,1144525000,849000.0,98117,343901589,,,,,,,,,,,,,,
30,2.0,2.0,Seattle,USA,USD,2024-05-08 07:00:00,14,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/301d9e3d9dbe979e3074d5e23b741d9b-p_e.jpg,False,True,False,False,False,False,False,47.675995,1200.0,-122.398155,sqft,487.872,710000.0,710000.0,3405.0,False,WA,3066 NW 65th Street,,1230925000,710600.0,98117,2080917287,,,,,,,,,,,,,,
31,2.0,2.0,Seattle,USA,USD,2024-05-07 07:00:00,15,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/bdee1b01f354be5fa771aa3e513906a9-p_e.jpg,False,True,False,False,False,False,False,47.689644,1800.0,-122.38902,sqft,6634.188,901000.0,901000.0,3549.0,False,WA,8321 25th Avenue NW,855000.0,1317325000,901600.0,98117,48939991,,,,,,,,,,,,,,
32,3.0,3.0,Seattle,USA,USD,2024-05-07 07:00:00,15,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/aa6e694b9ac6535c02e9bd9d901f9341-p_e.jpg,False,True,False,False,False,False,False,47.673412,1923.0,-122.38538,sqft,1951.488,1035000.0,1035000.0,4268.0,False,WA,2214 NW 61st Street,970000.0,1317325000,1038900.0,98107,241741995,,,,,,,,,,,,,,
33,2.0,2.0,Seattle,USA,USD,2024-05-07 07:00:00,15,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/32302fadb51e8b91799ab696a972884e-p_e.jpg,False,True,False,False,False,False,False,47.68195,1084.0,-122.377525,,,699950.0,699950.0,2227.0,False,WA,7322 B 16th Avenue NW UNIT 5,,1317325000,700100.0,98117,340021498,# 5,,,,,,,,,,,,,
34,4.0,5.0,Seattle,USA,USD,2024-05-06 07:00:00,16,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9c240242d751608898b77149bf4313bd-p_e.jpg,False,True,False,False,False,False,False,47.68796,3250.0,-122.3884,sqft,4848.228,2550000.0,2550000.0,6588.0,False,WA,8036 25th Avenue NW,1748000.0,1403725000,2554200.0,98117,48939854,,,,,,,,,,,,,,
35,3.0,3.0,Seattle,USA,USD,2024-05-06 07:00:00,16,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/4a3e0fea3c1aed49d35676d0dc646036-p_e.jpg,False,True,False,False,False,False,False,47.669746,1320.0,-122.39241,sqft,1250.172,815000.0,815000.0,3499.0,False,WA,5604 28th Avenue NW,689000.0,1403725000,815400.0,98107,59699542,,,,,,,,,,,,,,
36,4.0,4.0,Seattle,USA,USD,2024-05-03 07:00:00,19,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b86979e1df4f1807054ae7e8a9de11d9-p_e.jpg,False,True,False,False,False,False,False,47.682507,2018.0,-122.380325,sqft,2957.724,940000.0,940000.0,3997.0,False,WA,7339 18th Ave NW,625000.0,1662925000,947600.0,98117,49041306,,,,,,,,,,,,,,
37,1.0,1.0,Seattle,USA,USD,2024-05-03 07:00:00,19,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/598d277be7f6a7344a9b39d760973904-p_e.jpg,False,True,False,False,False,False,False,47.67782,370.0,-122.389114,sqft,1799.028,499950.0,499950.0,1495.0,False,WA,2508 NW 67th Street,372000.0,1662925000,502100.0,98117,63094925,,,,,,,,,,,,,,
38,1.75,3.0,Seattle,USA,USD,2024-05-01 07:00:00,21,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/6a6c8fc14a859a3a4527ed534aad5a13-p_e.jpg,False,True,False,False,False,False,False,47.689335,1580.0,-122.37225,sqft,1263.0,899900.0,899900.0,3961.0,False,WA,8322A 13th Ave NW,566000.0,1835725000,815700.0,98117,48836629,,,,,,,,,,,,,,
39,1.0,3.0,Seattle,USA,USD,2024-05-01 07:00:00,21,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/cce1501a3333a6fb70a58bda693ce8c3-p_e.jpg,False,True,False,False,False,False,False,47.684826,1860.0,-122.36693,sqft,4560.732,880000.0,880000.0,3381.0,False,WA,7552 Dibble Avenue NW,754000.0,1835725000,861300.0,98117,48837129,,,,,,,,,,,,,,
40,,,Seattle,USA,USD,2024-05-01 07:00:00,21,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=47.668216705322266,-122.38280487060547&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=MMO836-vnDlE6lvXnOnJvjeuc1k=",False,True,False,False,False,False,False,47.668217,771.0,-122.382805,acres,0.6332185491276401,390000.0,390000.0,1084.0,False,WA,5450 Leary Ave NW #C-2,316100.0,1835725000,429100.0,98107,84760268,# C-2,,,,,,,,,,,,,
41,2.0,3.0,Seattle,USA,USD,2024-05-01 07:00:00,21,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/6beb47c06bde4a4575d016a3ae5b497e-p_e.jpg,False,True,False,False,False,False,False,47.68926,1637.0,-122.37251,sqft,1263.24,899900.0,899900.0,3734.0,False,WA,8322 A (SA-1) 13th Avenue NW,,1835726000,900600.0,98117,344025928,,,,,,,,,,,,,,
42,4.0,4.0,Seattle,USA,USD,2024-04-30 07:00:00,22,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/dd61ca3895824a3007892708262e7133-p_e.jpg,False,True,False,False,False,False,False,47.681946,3415.0,-122.37118,sqft,3750.516,2130800.0,2130800.0,5785.0,False,WA,7316 12th Avenue NW,1526000.0,1922126000,2138600.0,98117,48672850,,,,,,,,,,,,,,
43,1.0,1.0,Seattle,USA,USD,2024-04-30 07:00:00,22,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/1a52e1f5deb75a06ed14ba8e60b0be79-p_e.jpg,False,True,False,False,False,False,False,47.674652,841.0,-122.397934,,,471500.0,471500.0,1214.0,False,WA,6300 32nd Avenue NW UNIT 203,428000.0,1922126000,473100.0,98107,58389042,Apt 203,,,,,,,,,,,,,
44,2.0,3.0,Seattle,USA,USD,2024-04-30 07:00:00,22,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/6beb47c06bde4a4575d016a3ae5b497e-p_e.jpg,False,True,False,False,False,False,False,47.68926,1621.0,-122.37251,sqft,1023.66,785000.0,785000.0,3699.0,False,WA,8328 B (SA-6) 13th Avenue NW,,1922126000,785800.0,98117,2053895161,,,,,,,,,,,,,,
45,1.0,4.0,Seattle,USA,USD,2024-04-29 07:00:00,23,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=47.68117904663086,-122.36905670166016&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=LD4BWxSgn2e4B7FS4LBV9lB6lds=",False,True,False,False,False,False,False,47.68118,1620.0,-122.36906,sqft,4000.0,1003500.0,1003500.0,3399.0,False,WA,7056 10th Ave NW,916000.0,2008526000,1007100.0,98117,48673164,,,,,,,,,,,,,,
46,2.0,2.0,Seattle,USA,USD,2024-04-29 07:00:00,23,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/a7a8399b0be3117b0150c4a7e60f24fe-p_e.jpg,False,True,False,False,False,False,False,47.66996,950.0,-122.38799,sqft,10001.376,650000.0,650000.0,2993.0,False,WA,5615 24th Avenue NW UNIT 44,643000.0,2008526000,652500.0,98107,72496152,Unit 44,,,,,,,,,,,,,
47,3.0,3.0,Seattle,USA,USD,2024-04-29 07:00:00,23,RECENTLY_SOLD,RECENTLY_SOLD,MULTI_FAMILY,https://photos.zillowstatic.com/fp/9fd0513aedba649ab5c236e4a3ac8b77-p_e.jpg,False,True,False,False,False,False,False,47.67969,1946.0,-122.374435,sqft,2874.96,1002000.0,1002000.0,3799.0,False,WA,1418 NW 70th Street,640900.0,2008526000,1008100.0,98117,128963269,,,,,,,,,,,,,,
48,3.0,3.0,Seattle,USA,USD,2024-04-29 07:00:00,23,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9ea8f44f2fb82366bbca30eb5f743f2f-p_e.jpg,False,True,False,False,False,False,False,47.673943,1660.0,-122.382576,sqft,1481.04,1125000.0,1125000.0,3982.0,False,WA,2004 NW 62nd Street,,2008526000,1129400.0,98107,346887336,,,,,,,,,,,,,,
49,2.0,2.0,Seattle,USA,USD,2024-04-26 07:00:00,26,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/efb2f4f391365063f4ae8447be2f5882-p_e.jpg,False,True,False,False,False,False,False,47.683426,1978.0,-122.36751,sqft,2949.012,1000000.0,1000000.0,3620.0,False,WA,852 NW 75th Street,787000.0,2267726000,1004500.0,98117,48837114,,,,,,,,,,,,,,
50,4.0,4.0,Seattle,USA,USD,2024-04-26 07:00:00,26,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/850a3504a1977ef56b498cffd738b371-p_e.jpg,False,True,False,False,False,False,False,47.676113,3390.0,-122.39456,sqft,3750.516,1965000.0,1965000.0,5996.0,False,WA,2832 NW 65th Street,1461000.0,2267726000,2005800.0,98117,48888424,,,,,,,,,,,,,,
51,4.0,5.0,Seattle,USA,USD,2024-04-26 07:00:00,26,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/089a548c1e201ebe9d6f24d10a2d578a-p_e.jpg,False,True,False,False,False,False,False,47.674225,2150.0,-122.3932,sqft,3375.9,1048000.0,1048000.0,4500.0,False,WA,2801 NW 63rd Street,874000.0,2267726000,,98107,49045186,,,,,,,,,,,,,,
52,3.0,3.0,Seattle,USA,USD,2024-04-26 07:00:00,26,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/9d47d418e4463851be8db3d44c7e4944-p_e.jpg,False,True,False,False,False,False,False,47.67185,1595.0,-122.37782,sqft,923.472,924950.0,924950.0,3999.0,False,WA,1534 NW 59th Street UNIT B,,2267726000,927600.0,98107,341159516,# B,,,,,,,,,,,,,
53,2.0,2.0,Seattle,USA,USD,2024-04-26 07:00:00,26,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/52b962158a31dd2fdc3ba700adf22a02-p_e.jpg,False,True,False,False,False,False,False,47.682026,1029.0,-122.37767,,,799950.0,799950.0,2047.0,False,WA,7324 16th Avenue NW UNIT 4,,2267726000,803700.0,98117,343797439,# 4,,,,,,,,,,,,,
54,3.0,3.0,Seattle,USA,USD,2024-04-26 07:00:00,26,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9ea8f44f2fb82366bbca30eb5f743f2f-p_e.jpg,False,True,False,False,False,False,False,47.673954,1661.0,-122.382744,sqft,1746.756,1175000.0,1175000.0,4069.0,False,WA,2010 NW 62nd Street,,2267726000,1179300.0,98107,346886782,,,,,,,,,,,,,,
55,2.5,2.0,Seattle,USA,USD,2024-04-25 07:00:00,27,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/5b583e3b3316d95ae0580c891084c6ee-p_e.jpg,False,True,False,False,False,False,False,47.668552,1820.0,-122.361176,sqft,1611.0,900000.0,900000.0,4073.0,False,WA,305 NW 55th St,722000.0,2354126000,903500.0,98107,48727330,,,,,,,,,,,,,,
56,4.0,3.0,Seattle,USA,USD,2024-04-25 07:00:00,27,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/df9aa35b5bf9351d7946b90011bd44d4-p_e.jpg,False,True,False,False,False,False,False,47.672226,1844.0,-122.37993,sqft,1746.756,1200000.0,1200000.0,4200.0,False,WA,1723 NW 60th Street,1024000.0,2354126000,1204700.0,98107,48823418,,,,,,,,,,,,,,
57,2.0,2.0,Seattle,USA,USD,2024-04-24 07:00:00,28,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/41cab782bdfcaf5b8b7148560a1af157-p_e.jpg,False,True,False,False,False,False,False,47.671406,838.0,-122.37932,,,525000.0,525000.0,1351.0,False,WA,1707 NW 59th Street UNIT 101,482000.0,2440526000,528700.0,98107,48893186,Apt 101,,,,,,,,,,,,,
