,zpid,homeStatus,city,homeType,bathrooms,bedrooms,isPremierBuilder,livingArea,zestimate,zipcode,longitude,latitude,abbreviatedAddress,datePostedString,dateSoldString,favoriteCount,pageViewCount,lastSoldPrice,livingAreaValue,livingAreaUnitsShort,lotAreaValue,lotAreaUnits,monthlyHoaFee,price,newConstructionType,yearBuilt,description,pricePerSquareFoot,fireplaces,garageSpaces,hasView,propertyCondition,sewer,stories,subdivisionName,taxAnnualAmount,elementarySchool,middleSchool,highSchool
10,48939798,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,3.0,3.0,False,2925.0,1545300.0,98117,-122.38945,47.683823,7522 26th Avenue NW,2024-04-24,2024-05-15,120,1342,1545000,2925,sqft,3881.196,Square Feet,,1545000,,1920,"Loyal Heights Classic with full remodel and seamless addition in 2020. Taken down to studs, retrofitted for earthquake, new siding, windows, roof etc. New top floor has a bedroom AND possibly the nicest Primary Suite in the area, w/ walk-through closet and full bath. Beautiful kitchen flows to dining space, living room, and one bed/office. Enjoy tankless water, ethernet throughout, and heat pump. Finished basement w/ tons of storage, rec room, nice 3/4 bath with laundry, and possible conversion to 4th bed. Back porch steps to down BBQ area, low maintenance yard w/shed, garden, fruit/veggies. Close to Loyal Heights elementary & Larsen's Bakery. This beautifully done house retains the original look and feel of this fabulous neighborhood.",631,1,,False,Very Good,Sewer Connected,2,Loyal Heights,10076,8,7,9
11,49041238,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,2.0,4.0,False,2090.0,1077900.0,98117,-122.37924,47.679184,6749 17th Avenue NW,2024-04-11,2024-05-15,4,185,1077000,2090,sqft,3824.568,Square Feet,,1077000,,1928,"Ballard charm abounds here. This home features an open living-dining-kitchen, perfect for entertaining or just hanging out. Hardwoods throughout, 2 bedrooms on the main floor with vintage bath. Kitchen opens to back deck overlooking private backyard with great shed that has plumbing and electricity. Upstairs you will find another 2 beds with peek a boo views of the city skyline/mountains. New bath and an office/bonus room complete the 2nd floor. Unfinished basement with backdoor to yard, is open to the imagination. 1 car attached garage. Minutes to parks, restaurants, beaches and downtown Seattle!",631,1,1,True,,Sewer Connected,2,Ballard,8477,8,7,9
12,2068056709,RECENTLY_SOLD,Seattle,CONDO,1.0,1.0,False,662.0,470100.0,98107,-122.38152,47.669678,1760 NW 56th Street UNIT 108,2024-02-24,2024-05-15,1,59,470000,662,sqft,,sqft,448,470000,,2016,"Fantastic opportunity in the sought after VIK!  South facing main floor unit with ultra rare option of private porch to street access.  Soaring ceilings & open floor plan in this practically new Euro inspired unit.  All day sun via wall of glass. Large primary bedroom with walk in closet & continental style access to full bathroom. Unlike some units, this one comes with fully deeded parking spot in secured garage. The VIK boasts amenities including expansive panoramic rooftop deck boasting outdoor kitchen, furniture & green spaces. Modern, well equipped main floor gym, dog wash station & bike storage. Rich, european communal spaces. No special assessments and wonderful building maintenance.  Hurry on this rare offering.",631,0,,True,,,1,Ballard,3336,8,7,9
13,48672924,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,4.0,3.0,False,2640.0,1697800.0,98117,-122.37434,47.6818,7308 Alonzo Avenue NW,2024-04-16,2024-05-14,13,412,1697000,2640,sqft,3750.516,Square Feet,,1697000,,2006,"This 3 bedroom, 3 bath home in the heart of Whittier, is close to shops, cafes and groceries. Rooms are spacious and light filled. Easy move in with fresh interior & exterior paint, new carpet and furnace. The primary suite is large, private from the 2 additional bedrooms on second floor and features a sitting room, dual closets & bath with separate shower & soaking tub. Laundry is also on second floor for added convenience. The mature and lovingly curated landscaping adds beauty to the front yard and to the fenced back yard. The lower level has a large rec room/flex space. There's a deck off of the main floor family room and a patio in the yard with a perfect place for a fire pit. The oversized 2 car garage allows for parking and storage.",631,1,2,True,Very Good,Sewer Connected,2,Whittier,12893,10,7,9
14,48710729,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,2.0,4.0,False,2120.0,1396600.0,98107,-122.4009,47.669643,3258 NW 56th Street,2024-04-18,2024-05-14,15,407,1395000,2120,sqft,3998.808,Square Feet,,1395000,,1947,"This West Ballard home in desirable Sunset Hill neighborhood leaves you all the time in the world to relax & enjoy. All the work is done here! Newer electrical, plumbing, furnace, hot water tank, water main, new craft shop w/power & more! The setting is perfect! Perched on a corner lot-SW exposure with fantastic street appeal. Natural light streams thru the awesome corner windows in the Top Notch newer kitchen. Lovely private back outdoor space has vibe-night and day! With mountains in the distance and the waters close, you'll be delighted to park your car and relish this sweet quiet location just a short distance to the Locks, Market St, Ballard Ave, restaurants, shops-everything Ballard! Minutes to iconic PNW Sunsets at Golden Gardens.",631,1,1,True,Very Good,Sewer Connected,,Sunset Hill,10393,8,7,9
15,48794742,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,3.0,4.0,False,3350.0,1550700.0,98107,-122.40202,47.672478,6009 35th Avenue NW,2024-04-17,2024-05-14,16,790,1550000,3350,sqft,4822.092,Square Feet,,1550000,,1946,"This classic early Mid Century is nestled in desirable Sunset Hill, on a dead end-quiet street where you can live large in 3,350 sqft! Meticulously maintained, updated kitchen w/cozy nook, formal dining & living rm w/FP, double pane windows AND hardwds throughout! NEWER: gas furnace, hot water heater, electrical & plumbing! Two main floor BR, upper floor features 2 additional BR w/private roof balconies & views of the Sound & Mtns. Lower level features: 3rd bath, shop or wine cellar, great room/FP...MIL possibilities! Gorgeous lot: Magnolias, berries & gardens w/sprinklers. Attached grg, plus boat or RV pkg. Walk to Shilshole Marina, Locks & Discovery Park! A home where you'll appreciate the natural wonders of the PNW! Inspections completed",631,2,1,True,Very Good,Sewer Connected,2,Sunset Hill,12366,8,7,9
16,49045138,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,2.0,3.0,False,1840.0,1405600.0,98107,-122.39338,47.67275,2807 NW 61st Street,2024-04-25,2024-05-14,127,1772,1405000,1840,sqft,3998.808,Square Feet,,1405000,,1956,"Iconic midcentury modern in Sunset Hill. A perfect blend of classic charm and gorgeous updates. Fresh kitchen open to the sunny dining and living rooms with lots of windows and a statement fireplace to gather around. Gleaming hardwoods and heated ceramic tile throughout. Love where you live at this unbeatable location near Ballard farmer's market, Shilshole Bay Marina, Golden Gardens beach, Baker’s, Picolinos, and Walter’s. Three big bedrooms, newly remodeled bathrooms, spacious basement rec/living room. Large private yard with beautiful foliage and a sunny patio. Dialed.",631,1,1,False,Very Good,Sewer Connected,1,Sunset Hill,8257,8,7,9
17,2053895162,RECENTLY_SOLD,Seattle,TOWNHOUSE,2.0,3.0,False,1621.0,860300.0,98117,-122.37251,47.68926,8322 B (SA-2) 13th Avenue NW,2024-03-15,2024-05-14,1,18,859900,1621,sqft,923.472,Square Feet,23,859900,,2024,"Welcome to this pre-sale opportunity in Shelter Homes' Willow South community. This street-front, west-facing, townhome w/ a classic brick facade offers deeded parking, a private roof deck (w/outlets, in-wall lighting, nat. gas & H2O outlets, & mtn views) & a spectacular location -.4 miles to Metropolitan Market & other shops, restaurants, etc. The main floor provides access to an arbored rear patio, & features a bright & functional kitchen w/ workspace island, Bosch appl., & flat front cabinets. The 2nd level=2 bedrooms, full bath, & utility. The primary suite encompasses the 3rd floor-Spacious bath w/ separate toilet room, large, walk-in shower, & ample closet space. Secure low intro pricing NOW! Spring completion - call for details.",631,0,,True,Very Good,Sewer Connected,,Crown Hill,1,10,7,9
18,48823324,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,1.0,2.0,False,1600.0,913100.0,98107,-122.3837,47.67287,2035 NW 61st Street,2024-04-25,2024-05-13,9,538,985000,1600,sqft,5000.688,Square Feet,,985000,,1901,"Presenting a rare opportunity in the heart of Ballard!  Situated on a spacious lot, this property beckons builders, developers, & dreamers alike to bring their vision to life. Ballard exudes charm with its tree-lined streets, vibrant community atmosphere, & convenient access to parks, shops, & dining destinations. With ample space to reimagine, the potential for crafting your dream home, or homes, is limitless.  Zoned LR1, this property offers the potential for single-family or low-density residential development, providing flexibility in your design plans & investment strategy. Don't miss your chance to stake your claim in Ballard's thriving community. Seize the opportunity to build your future in this sought-after neighborhood.",631,,,False,,Sewer Connected,1,Ballard,8483,8,7,9
19,49069398,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,2.0,4.0,False,2620.0,1206800.0,98117,-122.39791,47.686462,7752 32nd Avenue NW,2024-04-04,2024-05-13,5,195,1206523,2620,sqft,5876.244,Square Feet,,1206523,,1939,"Timeless Sunset Hill Tudor filled w/classic character & tastefully updated. Gorgeous, refinished hrdwds throughout much of main level, inviting details & abundant natural light. Fabulous layout w/generously sized rooms. Updated kitchen & main flr bath. Spacious upstairs has 2 bdrms w/primary suite potential. Basement w/ample ceiling height offers den/office, laundry, flex space & storage. Step outside to a wonderful backyard, fully fenced & perfect for gardening & hosting summer BBQs. Parking is a breeze w/extra-wide driveway, secure, attached garage, detached carport + an add’l parking space. Ideal location close to Sunset Hill & Golden Gardens parks w/stunning water&mtn views, Caffe Fiore & transit. Meticulously maintained & preinspected.",631,1,2,True,Good,Sewer Connected,,Sunset Hill,9051,8,7,9
20,48976843,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,3.0,4.0,False,2640.0,985400.0,98117,-122.3857,47.685673,7721 23rd Avenue NW,2024-04-06,2024-05-10,3,169,985000,2640,sqft,4098.996,Square Feet,,985000,,1927,"Charming 4+ bedroom, 3 bath Tudor in Loyal Heights.  Main floor features coved ceilings in LR & DR, custom shutters, built-ins & gas frplc, 1 bed & 1 full bath.  2nd Floor has 3 bedrooms & 3/4 bath.  Partially finished basement w/ rec room, laundry room and 3/4 bathroom.  Detached garage with alley access, brick courtyard. Must see!",631,1,1,True,Good,Sewer Connected,2,Loyal Heights,8363,8,7,9
21,49064134,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,2.0,3.0,False,1767.0,1525700.0,98117,-122.400215,47.67601,3242 NW 65th Street,2024-04-24,2024-05-10,268,2624,1525000,1767,sqft,5100.876,Square Feet,,1525000,,1906,"Quintessential Victorian Farmhouse in the heart of Sunset Hill. An above street lot boasts sound and mountain views from the relaxing wraparound porch. Step into 9 ft ceilings, gleaming oak floors, a bay window seat and warm fireplace in the living room. Spacious & remodeled eat-in kitchen features Wolf range, quartz counters and thoughtful pantry storage. An extra room on the main level makes for easy entertaining, an office or workout space. Two upstairs bedrooms include primary w/ full bath en suite, walk-in closet and a private view deck! The sunsets are famed here, enjoy them as a nightly ritual. Level rear yard, detached garage + 2 parking spaces off alley. Shilshole Bay & Golden Gardens/Dog Park are just mins away. Welcome home!",631,1,1,True,,Sewer Connected,,Sunset Hill,10017,8,7,9
22,49131627,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,3.0,2.0,False,1890.0,876200.0,98117,-122.36896,47.686226,7738 10th Avenue NW,2024-04-05,2024-05-10,31,553,875000,1890,sqft,4477.968,Square Feet,,875000,,1906,"Experience the charm and income potential of this updated Craftsman gem in Whittier Heights. With a unique dual dwelling setup, the main home features one bedroom, one and a half baths, and a sunlit living area with a recently remodeled kitchen. A serene walkway leads to the mother-in-law apartment, complete with a fully equipped kitchen, cozy living space, bath with a walk-in shower, and a bedroom opening onto a sun deck with Cascade views. Outside, relax in the private backyard with covered outdoor living and storage sheds. Prime location near dining, shopping, schools, and transportation, with an ADU application underway to enhance investment value. Pre-inspected and tandem parking driveway. Don't miss out—own this home today!",631,0,,True,Very Good,Sewer Connected,,Whittier,8347,10,7,9
23,343787175,PENDING,Seattle,TOWNHOUSE,2.0,3.0,False,1131.0,731000.0,98107,-122.37197,47.671623,1141 NW 59th St,2024-03-19,2024-05-10,0,30,739000,1311,sqft,4791.6,Square Feet,50,739000,,2024,"Local luxury builder brings you modern residences with a fresh, thoughtful design. Spectacular in-city location in unbeatable Ballard. Steps to all the area cafes, restaurants, shops and parks. Convenient to transit, downtown and South Lake Union. Beautiful street w/ gorgeous curb appeal, plenty of street parking. This stunning home features a custom kitchen with a large island - perfect for entertaining. Large windows allow abundant natural light. Spacious bedrooms with built-in closets, heated floors, rain showers and all the high-end touches. Mini-split heating & cooling on each floor plus a fully fenced-in backyard. Walk to the Ballard farmers market on a spring day or relax on your private balcony. Move-in ready!",631,,,False,,,,,,9,9,9
24,343788557,RECENTLY_SOLD,Seattle,TOWNHOUSE,3.0,3.0,False,1637.0,896300.0,98117,-122.37253,47.689545,8328 D (SA-8) 13th Avenue NW,2024-03-06,2024-05-10,0,15,895900,1637,sqft,1629.144,Square Feet,23,895900,,2024,"Welcome to  Shelter Homes' Willow South community. This street-front, west-facing, townhome w/ a classic brick facade offers a private roof deck (w/outlets, in-wall lighting, nat. gas & H2O outlets, & mtn views) & a spectacular location - .4 miles to the NEW Metropolitan Market & other shops, restaurants, etc. The main floor provides access to an arbored rear patio, & features a bright & functional kitchen w/ workspace island, Bosch appl., & flat front cabinets. The 2nd level=2 bedrooms, full bath, & utility. The primary suite encompasses the 3rd floor-Spacious bath w/ separate toilet room, large, walk-in shower, & ample closet space. Tour NOW & secure intro pricing!",631,,,True,Very Good,Sewer Connected,,Crown Hill,1,10,7,9
25,349924992,RECENTLY_SOLD,Seattle,CONDO,3.0,2.0,False,1513.0,,98107,-122.394325,47.6746,2824 NW 63rd Street,2024-05-13,2024-05-10,2,23,910000,1513,sqft,,sqft,20,910000,,2024,,631,,,False,,,2,Ballard,,8,7,9
26,48714583,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,2.0,2.0,False,1552.0,889100.0,98117,-122.38032,47.684124,7529 18th Avenue NW,2024-04-03,2024-05-09,1,145,888888,1552,sqft,3841.992,Square Feet,,888888,,1911,"Lovely turnkey home in a great Ballard location with lots of updates. Both the main floor (2014) and basement (2019) were completely remodeled down to the studs incl all new electrical & plumbing. Main floor has 2 bedrooms, 1 bathroom and 9ft ceilings. Spacious kitchen with stainless steel appliances, lots of storage & big windows overlooking the backyard. Basement has a separate entrance, a rec room, 3/4 bathroom and a bonus room. Easy to reconnect to the main floor if desired. Private, west-facing backyard deck gets lots of sun or sit on the rebuilt front porch & look east. Attached 1-car garage & off-street parking. Quiet, low traffic street. Loyal Heights community center & fields just 2 blocks away. Stroll to everything Ballard.",631,,1,True,,Sewer Connected,1,Ballard,6698,8,7,9
27,63510055,RECENTLY_SOLD,Seattle,CONDO,1.0,1.0,False,464.0,295100.0,98107,-122.37828,47.669807,1545 NW 57th Street UNIT 414,2024-04-19,2024-05-09,11,293,295000,464,sqft,,sqft,347,295000,,2003,"Experience the best of city living in the heart of vibrant Ballard. Stylish, efficient and well maintained condo. The high-end Murphy bed optimizes the living space, seamlessly transitioning from a cozy sleeping area to an entertaining or work space. In-unit washer and dryer and dedicated parking spot in the secure garage. Building amenities include concierge service, jacuzzis, gym, sauna, business center, clubhouse with a full kitchen, and a rooftop deck with a pea-patch garden offering a peaceful retreat from city life. WalkScore of 98 and BikeScore of 95. Explore restaurants, shops, breweries, all within walking distance. Pet-friendly building, well-run HOA, and no rental cap - perfect for both homeowners and investors. Welcome Home!",631,1,1,True,,,1,Ballard,2562,8,7,9
28,338640378,RECENTLY_SOLD,Seattle,TOWNHOUSE,2.0,3.0,False,1713.0,880500.0,98117,-122.37595,47.687897,8035 B Mary Avenue NW,2023-11-02,2024-05-09,3,51,879900,1713,sqft,1502.82,Square Feet,24,879900,,2024,"One two homes remain in Shelter Homes' Lotus community near the Whittier neighborhood's grocers (MET. MKT!), parks, eateries, & more. Enjoy the privacy of this N-facing home w/ courtyard access & a deeded parking spot w/ EV capability. The spacious entry level features 2 generous bedrooms, a full bath, & under-stair storage. The bright & airy 2nd level boasts a large living space, dining area, & kitchen w/ quartz counters, Bosch appl., & ample cabinet space. The 3rd floor primary suite=dual walk-in closets, large shower w/ floor to ceiling tile, dual sink vanity w/ undercab lights & W/D closet. Enjoy the amazing roof-top, mtn views, deck w/ lighting, outlets, nat.gas & H2O.+Ring doorbell & ductless mini-splits 4 heating & cooling...",631,,,True,Very Good,Sewer Connected,,Whittier,1,10,7,9
29,343901589,RECENTLY_SOLD,Seattle,TOWNHOUSE,3.0,3.0,False,1488.0,849000.0,98117,-122.36814,47.68944,8308 9th Avenue NW,2024-03-06,2024-05-09,0,30,848500,1488,sqft,1.0,Square Feet,49,848500,,2024,"New construction town home by boutique, local builder. This home is full of thoughtful details. The light, wide plank floors lead you into the living spaces. The chef's kitchen has custom backsplash, paneled refrigerator, stainless appliances and a deep sink. The ample counter space allows for easy prep for your get togethers. On the second floor, you will find the primary bedroom, a second bedroom and two gorgeous full baths, both with deep, soaking tubs. The 3rd floor has an en-suite bedroom with a 3/4 bath.  The off-street parking space is equipped with an electric car charging station. You will love living here!",631,,,False,,Sewer Connected,,Ballard,,10,7,9
30,2080917287,RECENTLY_SOLD,Seattle,TOWNHOUSE,2.0,2.0,False,1200.0,710600.0,98117,-122.398155,47.675995,3066 NW 65th Street,2024-03-21,2024-05-08,1,39,710000,1200,sqft,487.872,Square Feet,16,710000,,2020,"Come explore this light filled townhome in Seattle's coveted Sunset Hill neighborhood. A flower lined sidewalk guides you inside to high ceilings, a human/pet friendly bathroom on the ground level, a versatile loft, well-appointed kitchen, convenient laundry upstairs, and a rooftop deck with stunning views. Finally, enjoy the convenience of living on the same block as several eateries, some of the best coffee in town, and a fantastic little grocery store filled with all the essentials. This home is a mixed-use property with the ground floor intended as a business space – perfect for the entrepreneurial type, or anyone that loves a good home office. Don’t miss the chance to take advantage of this truly unique layout…make this your new home!",631,,,True,,Sewer Connected,,Sunset Hill,5553,8,7,9
31,48939991,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,2.0,2.0,False,1800.0,901600.0,98117,-122.38902,47.689644,8321 25th Avenue NW,2024-04-18,2024-05-07,8,226,901000,1800,sqft,6634.188,Square Feet,,901000,,1928,"Come see this charming South West style home in Loyal Heights, favored neighborhood of Ballard. Main living area with oak and fir floors and a gas fireplace. Kitchen with eating space and French doors to a wonderful large and updated back deck facing west for the sunsets. Downstairs boasts an updated full bath/laundry and includes a great entertainment room. Fully fenced backyard is bordered by alley with access to your double car garage with 220 electrical panel. This lot is 6,633 sq ft zoned NR3. Mere blocks to Soundview, Loyal Heights and playfields as well as Golden Gardens! Here's your opportunity to add some updating and enhance you investment. Newer vinyl windows, new gas furnace installed 2021 and some copper plumbing",631,1,2,True,Good,Sewer Connected,1,Loyal Heights,7638,8,7,9
